用户ID,购买次数
1013118,4
101312,4
1013124,1
101313,1
1013131,2
1013133,3
1013136,2
1013150,1
1013160,1
1013162,1
1013169,3
1013171,1
1013180,1
1013183,1
101319,1
1013194,1
101320,1
1013202,7
1013209,7
101321,1
1013232,2
1013238,2
1013240,2
1013254,1
101326,1
1013265,3
1013276,1
1013277,1
1013291,3
1013305,2
1013311,3
1013313,1
1013317,4
1013323,2
1013336,3
1013338,7
1013343,4
101335,2
1013355,1
1013359,3
1013362,1
1013364,4
1013365,2
1013366,1
1013370,2
1013376,2
1013381,17
101339,2
1013396,2
101340,1
1013423,1
101343,2
1013445,2
101345,1
1013456,1
1013492,2
1013494,2
1013497,3
10135,1
1013501,1
1013511,1
101352,1
1013525,5
1013526,2
1013531,3
1013559,1
1013563,2
1013574,2
1013579,2
1013581,2
1013582,2
1013585,2
1013586,7
1013593,5
1013600,2
1013606,2
1013611,1
1013615,1
1013619,1
1013635,1
1013649,1
1013652,2
1013655,2
1013678,2
1013687,2
1013690,4
1013691,3
1013697,4
1013702,2
1013706,3
1013709,5
1013711,2
1013712,1
1013728,6
1013742,3
1013747,8
1013754,1
1013765,4
1013773,1
1013774,1
1013775,2
1013785,2
1013787,3
101381,14
1013822,2
1013829,2
1013830,3
1013835,1
1013844,1
1013847,5
1013875,2
1013877,1
1013889,14
1013893,3
1013898,1
10139,1
1013907,1
101391,2
1013911,3
101392,3
1013920,1
1013929,5
101393,1
1013933,6
1013934,1
1013938,1
101394,3
1013942,2
1013943,8
1013955,1
1013961,3
1013967,2
1013980,3
1013991,1
101402,1
1014022,6
1014025,1
1014032,2
1014034,1
1014035,6
1014043,1
1014045,3
1014046,2
1014048,5
1014055,5
1014059,3
1014064,3
1014069,1
1014072,4
1014088,1
1014096,1
1014108,3
1014114,2
101413,1
1014150,2
1014152,2
1014153,1
1014154,6
1014156,2
1014166,4
101417,3
1014171,1
1014176,1
101418,1
1014180,2
1014192,2
1014197,4
1014199,1
101420,6
1014207,2
1014215,1
101422,2
1014237,4
1014243,1
1014245,3
1014248,5
1014265,6
1014275,2
1014279,2
1014281,7
1014286,3
1014290,1
1014291,3
1014303,1
1014309,4
101431,1
1014313,3
1014321,5
1014326,1
101433,2
1014332,1
101434,1
1014341,5
1014344,2
1014350,1
1014352,2
1014357,2
1014358,3
1014362,1
1014366,1
1014391,1
1014418,13
1014427,6
1014431,3
1014434,1
1014436,3
1014446,6
1014449,2
1014458,2
1014460,1
1014467,2
1014472,1
1014475,4
1014477,4
101448,1
1014508,1
1014517,1
1014519,2
1014544,7
1014550,7
1014557,6
101457,2
1014570,1
1014577,5
1014597,2
10146,2
1014605,3
1014609,1
1014610,25
1014614,1
1014617,1
1014626,1
1014629,2
1014633,3
1014637,3
1014642,2
1014647,2
1014652,4
1014667,1
1014679,2
1014688,1
1014694,6
1014695,2
1014696,2
1014704,2
1014708,2
1014715,3
1014716,7
101473,3
1014732,6
1014736,3
101474,2
1014742,1
1014755,1
1014758,2
1014778,2
1014782,3
1014786,1
1014789,6
1014805,1
1014817,3
1014838,2
1014840,4
1014846,4
1014858,2
1014870,1
1014880,3
101489,1
1014896,2
1014907,8
1014909,2
1014912,2
1014917,6
1014932,1
1014933,1
1014935,3
1014939,3
1014955,1
1014959,4
1014977,1
1014988,1
1014989,3
10150,1
1015007,2
1015014,1
101502,2
1015027,2
1015031,2
1015032,1
1015045,2
1015047,2
1015055,5
1015060,3
1015065,5
1015075,2
1015076,1
1015077,4
1015090,2
1015099,8
1015103,2
1015112,4
1015115,2
1015117,3
1015126,1
1015130,4
1015143,1
101515,4
101516,1
1015171,1
1015181,1
1015184,1
1015186,3
1015193,3
1015219,11
1015228,3
1015229,4
1015234,3
1015237,3
1015250,6
1015253,3
1015255,21
101526,11
101527,3
1015272,2
1015278,7
1015279,5
101528,5
1015280,1
1015283,2
1015299,1
1015305,5
1015328,4
1015330,8
1015342,5
1015344,1
1015357,2
1015360,3
1015375,1
1015386,4
1015394,2
1015399,1
10154,1
1015403,2
1015408,2
1015421,7
1015430,2
1015449,1
1015454,9
1015458,2
1015460,3
1015469,3
1015471,6
1015472,2
1015502,1
1015531,1
1015539,2
1015545,10
1015548,4
1015551,3
1015554,3
101556,3
1015568,2
1015571,1
1015572,8
1015573,3
1015574,2
1015578,4
1015582,2
1015588,1
1015591,8
1015592,2
10156,1
1015600,2
1015602,2
1015621,2
1015628,1
1015645,3
1015656,3
1015659,1
1015673,12
1015678,9
1015693,2
1015695,1
1015702,3
1015706,3
1015718,4
1015719,2
1015720,1
1015740,1
1015742,3
1015745,2
101575,1
1015754,21
1015756,9
1015760,8
1015763,3
1015770,1
1015772,5
1015779,1
1015780,1
1015784,1
1015787,1
1015794,5
1015809,3
1015811,2
1015814,3
101583,6
1015831,3
1015840,1
1015846,7
1015852,3
1015856,2
1015870,2
1015875,2
1015886,7
1015887,4
1015888,3
101589,2
1015890,4
1015903,3
1015907,1
1015910,2
1015962,2
1015966,3
1015974,1
1015981,1
1015982,3
1015986,1
1015988,9
101599,1
1016016,4
1016018,1
1016020,3
1016024,5
1016026,1
1016054,4
101606,2
1016068,1
1016078,2
1016079,1
1016083,2
1016093,2
1016129,1
101613,4
1016137,3
1016154,1
1016156,7
1016185,3
1016191,5
1016193,5
1016201,3
1016203,3
1016219,2
1016228,1
1016234,4
1016237,3
1016247,3
1016254,1
1016260,1
1016265,1
1016277,3
1016284,1
1016289,2
1016293,4
1016298,1
1016299,3
1016302,2
1016304,7
1016318,2
1016326,7
1016334,6
1016342,2
1016350,1
1016357,7
1016372,1
101638,1
1016384,2
1016385,2
1016393,2
1016394,2
101640,3
1016415,3
1016418,1
1016421,1
1016424,3
1016430,3
1016451,1
1016457,2
1016465,4
1016467,7
1016472,2
1016474,2
1016479,2
1016481,2
1016498,6
1016501,1
1016502,2
1016503,1
1016512,2
101653,2
1016542,2
1016554,3
1016559,2
1016560,1
1016562,2
1016568,1
1016572,1
1016576,2
1016579,1
1016582,6
101660,9
1016605,2
1016606,1
101661,1
1016622,7
1016639,6
1016645,1
1016651,3
1016653,1
1016659,2
101666,1
1016670,2
1016682,6
1016689,2
1016696,2
1016700,3
1016710,3
1016711,3
1016716,4
1016717,1
1016721,1
101673,2
1016731,1
1016732,2
1016733,1
101674,1
1016741,4
1016743,1
1016747,6
1016759,2
1016774,5
101678,6
1016783,2
1016784,2
1016792,6
1016799,2
1016803,3
1016808,2
1016810,2
1016832,2
1016838,6
1016855,1
1016872,1
1016878,1
1016893,1
10169,3
1016912,23
1016916,1
1016919,1
1016924,2
1016928,2
1016929,1
1016939,3
1016950,2
1016965,2
1016970,1
1016977,10
1016990,2
1016997,1
1016998,4
10170,7
1017001,3
1017005,3
1017022,1
1017023,3
1017027,10
1017030,8
1017032,3
1017034,2
1017035,3
1017036,4
1017046,1
1017049,1
1017055,6
1017058,6
1017075,1
1017085,3
1017100,1
1017105,10
1017107,1
1017110,3
1017116,1
1017117,6
1017130,2
1017135,2
1017141,3
1017143,3
1017170,3
1017209,3
1017234,2
1017244,1
1017269,3
1017277,2
1017284,3
1017304,2
1017315,1
1017318,3
101733,1
1017334,6
1017353,2
1017355,2
1017362,1
1017364,2
1017368,1
1017378,3
1017379,4
101738,2
1017392,4
1017407,5
1017417,1
1017427,1
1017432,3
101744,4
1017453,1
1017456,4
1017463,1
1017469,1
1017484,1
1017506,1
1017508,1
1017509,4
1017511,1
1017515,3
1017522,1
1017525,1
1017526,2
1017527,5
1017543,7
1017546,3
1017557,2
1017562,1
1017567,6
1017574,2
1017575,2
1017579,3
1017580,3
1017582,2
1017585,2
1017598,3
1017610,1
1017612,2
1017613,2
1017615,2
1017619,3
101762,1
1017621,3
1017625,4
1017627,6
1017633,3
1017649,5
1017666,4
101767,1
1017670,4
1017674,1
1017678,3
1017679,2
1017696,2
101771,6
1017719,6
1017723,1
1017725,1
1017730,2
1017734,3
1017762,4
101777,4
1017770,5
1017772,1
1017773,2
1017780,2
1017785,10
1017806,1
1017814,1
1017822,8
1017839,2
1017850,3
1017860,5
1017869,4
1017877,1
1017890,1
1017894,1
10179,3
1017902,14
1017904,1
1017905,8
1017910,1
1017915,4
1017918,1
1017927,2
1017937,4
1017938,5
1017958,2
1017960,3
1017965,1
101797,3
1017972,4
1017997,2
1018011,1
101808,4
101817,3
101832,21
101838,3
101843,1
101855,4
101861,1
101872,1
101896,2
101904,3
101907,3
101909,1
101918,1
101929,3
101947,1
101951,1
101953,1
101954,3
101982,2
101983,9
101989,1
10199,2
102004,1
102018,1
102019,4
102020,6
102030,1
102034,4
102048,6
102050,6
10206,1
102069,3
102075,4
102083,1
102088,1
102101,1
102103,4
102110,6
102111,3
102119,1
102120,1
102124,2
102126,2
102138,1
102159,1
102162,1
102163,5
102169,1
10218,3
102184,1
102189,1
102220,8
102236,2
102237,1
102246,1
102248,2
102257,8
10226,2
102260,1
102270,4
102286,1
102294,2
10230,3
102302,6
102304,6
102307,2
102308,1
102315,2
102318,2
102319,3
102325,2
10234,1
102359,3
10236,7
102385,6
102386,7
102390,1
102391,3
102397,3
102398,3
10240,2
102403,4
102409,3
102410,1
102417,3
102422,7
102424,2
102434,3
102436,1
102450,1
10246,1
102481,3
102487,3
102495,3
102496,3
102508,1
102509,2
102519,2
102523,2
102526,1
102534,1
102546,3
102569,3
10257,2
102574,5
102580,1
102596,3
102604,3
102605,2
102609,1
102617,6
102626,4
10263,3
102632,9
102633,7
102634,1
102642,1
102644,1
102647,1
10265,4
102654,4
102662,1
102664,3
102666,1
102667,1
10267,6
102682,4
102686,3
102690,1
102697,3
102702,3
102703,5
102715,2
102716,12
102719,6
102721,5
102728,5
102731,3
102742,18
102748,2
102750,2
102762,6
102768,2
102773,6
102774,6
102783,1
102784,3
102788,8
10279,1
102795,4
102802,6
102856,1
102867,3
102873,2
102876,3
102879,1
102882,2
102885,2
102897,1
10290,4
102903,3
102917,4
102928,1
102930,2
102932,4
102933,5
102945,1
10295,4
102953,29
102954,1
10296,2
102960,1
10297,3
102971,1
102972,6
102976,1
102981,2
102986,2
10299,3
103001,2
103004,1
103005,2
10301,5
103019,1
103023,1
103046,1
103054,3
10306,1
103062,4
103067,1
103071,5
103079,3
103082,4
103084,3
103091,1
103096,5
103098,1
10311,2
103112,1
103121,2
103128,2
103139,3
103141,18
103143,1
103146,4
103147,3
10315,1
103151,2
103153,10
103156,6
103159,4
103162,1
103164,1
103165,1
103169,1
103170,2
103175,1
103177,4
103178,3
103197,5
103202,5
103207,1
10321,3
103213,1
103229,3
103242,14
103246,5
103259,1
103260,3
103261,1
103272,2
103275,2
103277,1
10330,1
103303,6
103305,1
103308,5
103310,1
103312,3
103313,1
103317,2
103332,2
103347,1
103367,1
103373,3
103379,3
103382,4
103388,1
103390,1
103395,1
103402,2
103414,1
103416,1
103425,1
103427,4
10343,1
103435,2
103439,7
103446,3
103448,3
103454,1
103458,3
103463,3
103469,3
103480,2
103481,1
103492,2
1035,1
103509,8
103511,4
103530,2
103532,15
103538,4
103540,3
103543,1
103552,7
103574,2
103582,1
103584,1
103585,4
103611,1
103614,1
103623,2
103627,5
103628,1
10363,6
103630,1
103634,3
103636,1
103643,2
10365,8
103650,1
103651,1
10368,1
103680,2
103683,1
103694,1
103702,1
103704,1
103709,1
10371,1
103710,6
103712,3
103716,1
103732,1
103733,1
103741,2
103756,2
103760,2
103775,3
103777,1
103780,6
103790,7
103803,2
103807,1
103810,3
103814,2
103817,5
103834,1
103846,3
103852,7
103854,5
103856,1
10386,2
103863,1
10388,3
103884,3
103895,8
103902,6
103904,5
103910,2
103912,2
103914,1
103917,1
103923,1
103949,1
10395,5
103957,1
10396,4
103965,3
103966,4
103973,1
103983,2
104005,1
104010,5
104013,3
104014,1
104019,9
10404,4
104042,2
104047,1
104051,1
104053,4
104065,3
104066,3
10407,5
104082,2
104083,15
104088,6
104098,6
104103,2
104110,2
104111,2
104115,2
104127,1
104130,2
104137,2
104142,7
104165,2
104166,12
104169,1
104174,3
104191,3
104192,5
104201,4
104216,4
10422,1
104241,3
104249,3
104252,2
104253,1
104264,4
104267,1
104280,1
104293,1
104303,1
104307,2
104325,1
104332,1
104334,4
104337,5
104338,2
104346,3
104349,4
10435,2
104356,3
104363,2
104366,1
104368,3
104382,1
104391,3
104398,3
1044,1
104406,2
104420,4
104423,2
104430,4
104432,2
104450,3
104460,2
104478,1
104486,1
10449,4
104490,2
104495,1
104498,1
104503,2
10452,4
104520,1
104521,1
104542,1
104570,7
10458,2
104587,2
104593,3
104597,1
104599,5
104620,9
104622,1
104623,1
104626,4
104638,2
10464,1
104640,1
104642,5
10465,2
104653,1
104659,4
104667,1
104674,1
104675,3
10469,11
104690,1
104691,5
104695,3
104701,3
104703,9
104710,9
104719,3
104733,7
104734,1
104742,2
104749,2
10476,6
104765,1
104778,4
104781,5
104782,2
104783,1
104785,9
104796,4
104807,1
104811,6
104820,3
104822,1
104823,5
104829,3
104842,5
10485,1
104850,1
104864,1
104865,4
10487,2
104879,4
104880,1
104889,1
104893,4
104894,8
104899,4
10490,4
104906,2
104911,1
104915,1
104917,2
104930,5
104933,3
104935,3
104936,4
104939,1
104944,4
104958,3
104965,1
104991,1
104997,1
105000,2
105016,1
10502,5
105027,9
105029,3
105043,1
105044,5
105050,1
105054,7
105059,2
105060,2
105081,1
105088,1
105116,7
10512,3
105121,2
105128,1
10514,1
105140,3
105144,3
105145,1
10515,3
105160,2
105161,5
105167,1
10517,1
105171,3
105180,4
105182,2
10519,4
105190,1
105193,2
105194,4
105198,1
105199,2
105204,5
105207,2
105222,2
105236,1
105237,1
10524,1
105242,1
105250,1
105254,1
10526,2
10527,1
105279,1
10529,1
105297,2
105307,1
105313,1
105323,1
105330,1
105341,3
105342,4
105360,6
105364,7
105367,2
105369,1
105384,2
105386,1
105392,1
105413,2
10542,1
105422,5
105425,1
105433,2
105450,1
105455,6
105465,3
105475,2
105479,4
105488,3
105489,2
105495,7
105506,1
105509,4
105515,1
105516,4
10552,3
105521,3
105530,3
105536,3
105540,9
105542,2
105546,1
105548,1
105550,3
105551,1
105553,1
105561,2
105567,2
105572,1
105581,5
105596,5
105602,5
105605,2
105616,1
105620,3
105624,1
105632,1
105638,1
105643,5
105654,1
105657,1
105673,2
105675,3
105689,4
105698,3
10571,1
105712,5
105713,3
105721,1
105729,4
105738,2
105744,2
105748,5
105755,1
105757,3
105769,5
105770,2
105773,1
105775,3
105789,1
105796,3
105797,3
105819,5
105823,1
105858,1
105861,1
105873,6
105884,2
105886,2
105888,1
105899,3
105903,4
105904,1
105907,5
105908,1
105917,1
105920,2
105927,2
10593,1
105944,1
105949,2
105951,1
105952,2
105968,1
105975,4
105979,1
105981,1
105983,2
105984,2
105988,1
105989,1
105992,2
106003,5
106005,2
106007,3
106024,2
106033,1
106038,4
106051,1
106056,1
106067,8
106077,3
10608,6
106080,12
106084,2
106087,3
106090,2
106100,1
106107,3
106118,13
106123,1
106134,1
106135,1
106142,5
106144,2
106147,3
10615,1
106157,1
10618,4
106189,4
106190,6
106193,1
106194,2
106199,1
106200,2
106207,1
106213,3
106216,3
10622,4
106223,4
106230,1
106235,5
106252,1
106255,2
106260,2
106267,3
106276,2
10628,2
106286,23
10629,2
10630,2
106303,1
106334,1
106347,1
106353,1
106355,1
106363,2
106364,3
106370,4
106382,2
106392,5
106395,4
106400,5
106413,2
106415,6
106416,2
10642,1
106424,4
106435,5
106437,1
10645,1
106457,1
106468,3
106473,1
106478,1
106488,2
106489,5
106501,1
106507,1
106514,2
106518,1
106525,2
106526,4
106530,1
106531,5
106532,4
106549,3
106550,2
10656,2
106561,1
106566,1
106573,3
106596,4
106600,4
106603,8
106613,4
106617,12
106621,1
106634,2
106635,8
106640,3
106649,6
106655,2
106663,7
10667,1
10668,7
106681,1
10669,2
106699,5
106701,2
106703,3
10671,1
106723,2
106724,1
106742,2
106749,5
106757,1
106759,1
10676,1
106789,3
106790,1
10680,2
106800,2
10681,12
106814,1
106815,2
106818,2
106827,1
10683,4
106836,3
106838,6
106848,1
106852,2
106854,2
106858,2
10686,1
106860,2
106880,1
106920,4
106921,1
106925,3
106928,4
106935,1
10694,7
106940,7
10695,1
106951,4
106952,1
106955,1
106970,2
106971,1
106994,1
106997,1
107002,8
107008,1
107011,2
107025,14
107027,14
107028,6
107029,2
107030,1
107046,2
10705,1
107064,2
107078,13
107089,1
107104,3
107109,9
107112,3
107125,2
107126,5
107134,18
107159,5
107160,1
107161,1
107168,3
107169,1
107179,1
107181,7
107188,3
107191,5
107195,4
1072,3
107201,1
107205,3
107233,7
107238,1
107239,3
107243,5
107260,2
107263,1
107268,2
10727,1
107293,5
107302,2
107311,1
107313,1
107318,4
107333,3
107345,3
107346,3
107350,1
107351,1
107353,2
107369,2
107388,6
107389,5
107393,3
107398,2
107407,3
107408,2
107416,3
107427,2
107445,3
107447,3
107470,1
107471,4
107472,3
107488,1
107492,5
107514,1
10752,2
107539,4
107549,1
10755,1
107554,1
107565,6
107569,19
10757,4
107572,1
107584,1
107586,2
107588,9
107601,4
107606,19
107614,1
107615,2
107627,6
107628,3
107633,1
107656,1
107665,5
107670,2
107674,1
107679,2
10769,3
107693,2
107699,3
107702,1
107707,2
107718,4
10772,5
107723,4
107726,2
107735,1
107740,1
107741,1
107745,1
107748,3
107756,2
10776,7
10777,1
107780,1
10779,3
107792,1
107797,3
107800,2
107805,4
107817,3
107825,8
107830,2
107836,1
107845,1
107848,1
107850,4
107866,3
107875,1
107891,1
107895,1
10790,1
107902,2
107916,3
107917,3
107923,2
107932,72
107935,3
107937,2
107942,1
107945,2
107961,5
107982,4
107985,1
107989,5
107990,2
1080,1
108015,2
10802,4
108022,1
108025,8
108036,1
108037,5
108038,4
108045,3
108050,6
10806,2
108060,1
108073,3
108077,3
108078,2
10808,3
10809,1
108090,2
108092,3
10810,2
108102,6
108103,2
108105,1
108108,3
108111,1
108140,6
108149,3
108154,3
108161,3
108164,1
108179,1
108182,1
108185,3
108187,5
108204,1
108206,4
108227,6
108233,6
108235,1
108237,2
108248,4
108252,1
108259,12
108265,3
108270,3
108274,2
108275,9
108282,2
108288,3
108294,2
1083,3
108302,1
108305,2
108348,1
108354,9
10836,2
108363,4
108364,6
108382,2
108388,2
108390,3
108397,2
108407,7
108417,4
108425,2
108428,3
10843,1
108442,1
108449,4
108450,2
108452,2
108457,5
108480,5
108484,2
10849,3
108491,1
10851,2
108510,1
108516,1
108519,1
108523,7
108526,3
108529,3
108541,2
108546,2
108568,1
10858,6
108588,1
108590,1
108594,2
108605,6
108607,3
108620,1
108623,3
108629,3
108630,2
108634,1
108635,3
108651,2
108654,1
108666,3
108669,2
108670,1
108672,2
108676,4
108681,1
108685,1
108696,4
108703,2
10871,4
108710,3
108755,8
108756,1
10876,1
108768,1
10877,10
108770,1
108772,1
108773,4
108775,3
108799,2
108800,3
108803,2
108805,1
108809,6
10882,1
108823,1
108825,2
108836,1
108842,2
108845,2
108856,1
108858,1
108861,1
108865,36
108870,1
108878,3
10888,3
108882,2
108883,1
108891,1
108906,1
108910,2
108918,2
10895,1
108967,6
108969,1
108982,2
108988,3
10899,14
108996,7
108997,8
109004,4
10901,1
109018,1
109022,2
109038,3
109047,2
109048,5
10905,2
109065,2
109083,2
109085,1
109092,3
109094,1
109095,4
109098,3
109100,4
109109,3
109117,3
109124,5
109134,1
109135,4
109147,2
109157,4
109161,1
109163,9
109169,7
109188,5
109210,2
109216,3
109218,3
10923,2
109232,1
109233,4
109253,1
10926,6
109270,2
109275,2
109276,2
109277,1
109284,1
109291,8
109295,2
109306,1
109319,1
109321,11
109322,1
109328,1
109332,1
109333,3
109337,5
109343,4
10935,1
109350,2
109357,3
109364,10
109371,1
109377,3
109388,5
109397,4
109401,3
109407,2
109416,2
109421,2
109427,1
109439,1
109443,1
109444,1
109474,4
109491,1
109496,2
1095,1
109523,2
109529,3
109540,1
109544,1
109570,1
109575,1
109589,3
10960,3
109604,1
109606,2
109611,1
109623,3
109625,1
109640,1
109643,6
109660,20
109661,4
109671,1
109677,1
10968,5
109681,1
109684,7
10969,2
109711,1
109717,4
109728,7
109732,3
109733,4
109736,1
109749,1
109756,2
109776,2
109782,2
109786,2
109791,1
109794,1
109798,1
1098,1
109808,2
109810,1
109829,1
10983,1
109830,2
10984,5
109842,1
109855,1
109856,9
109860,3
109865,1
109867,2
109873,2
109876,1
109880,4
109889,1
109900,3
109908,2
109911,2
109919,4
109926,1
109931,1
109940,1
109943,1
109945,2
109948,3
109951,2
109957,5
10996,4
109967,1
109968,2
109971,6
109974,2
109975,1
109976,3
109977,1
109979,1
109983,3
109990,2
110003,8
110005,1
110020,7
110023,2
110025,1
110029,11
110032,2
110036,2
110041,3
110056,4
110058,3
110062,1
110081,1
110091,3
110092,3
110097,13
110111,1
110116,1
110117,8
110118,1
110125,2
11016,4
110165,1
110167,1
110173,2
110176,1
110179,4
110187,1
11019,1
110193,2
110195,3
110196,3
110200,7
110207,1
110219,2
110221,1
110245,5
110247,2
110248,1
110254,1
110259,1
110271,5
110288,1
110294,4
110300,1
110303,1
110304,1
110311,6
110322,1
110328,2
110336,8
110339,4
110350,1
110357,1
110359,4
110360,8
110365,7
110370,1
110373,2
110381,2
110387,2
110392,2
110405,6
110425,3
110431,3
110434,2
11045,6
110455,4
110483,1
110499,2
1105,4
110505,2
110511,1
110518,4
110520,3
110531,2
110536,3
110541,2
110549,3
110552,3
110557,2
110565,1
110575,1
110579,1
11058,2
110588,3
110597,3
110598,3
110609,1
110622,5
110624,1
110633,3
110635,2
110652,4
110653,4
110661,1
110679,1
110681,1
110686,2
110694,13
110704,8
110707,3
110710,4
110715,1
110720,2
110725,3
110741,3
110743,1
110773,1
110776,3
11079,4
110801,5
110802,7
110804,5
110815,3
110818,2
110827,1
110862,3
110872,1
110873,4
110878,3
110881,1
110884,1
110885,4
110898,3
110904,4
110915,1
110924,3
110926,1
110928,7
110934,3
110948,2
110956,6
11096,3
11097,3
110973,1
110976,3
110989,4
11099,6
111001,2
111004,2
111015,1
111023,6
111041,2
111052,5
111056,1
111063,2
111068,2
111081,1
111095,7
111097,2
111102,1
111107,7
111121,1
111124,2
111132,1
111167,2
111169,4
111184,1
111190,1
111196,2
111198,1
111200,2
111213,3
111216,7
111221,1
111225,1
111226,4
111233,5
111247,4
11126,1
111262,3
111266,7
111268,2
111270,6
111273,1
111276,2
111288,4
111306,3
111322,19
111334,1
111342,2
111346,1
111349,3
111365,9
111369,1
111386,5
111387,1
1114,4
11140,1
11141,9
111442,2
111449,1
11145,5
111459,3
111467,4
111482,2
111492,5
111501,2
111502,3
111512,3
111517,6
111524,6
111541,1
111542,1
111548,3
111549,10
111551,3
111552,5
111556,2
111572,3
11158,2
111585,1
11159,4
111607,3
111616,3
11162,4
111626,4
111629,4
111636,2
111643,2
111647,2
111652,1
111691,1
111692,3
111700,1
111710,1
111711,2
111721,1
111727,2
111738,4
111755,2
111765,7
111770,3
111783,1
111785,8
11179,3
111811,3
111820,3
111821,5
111822,9
111823,1
111826,1
111828,1
111841,1
111848,2
111849,1
111856,1
111858,3
111860,2
111867,3
11189,2
111890,3
111891,2
111894,2
1119,8
11190,7
111904,1
111908,3
111910,3
111932,12
111933,2
11194,4
111941,2
111942,4
111948,6
111951,2
111952,1
111975,1
111976,2
111978,2
111987,1
1120,3
112006,1
112010,1
112013,1
112015,8
11202,2
112040,2
112055,18
112057,5
112058,1
112070,5
112084,6
112087,3
11209,1
112092,1
112094,1
112097,1
112099,5
112104,4
112108,1
112109,1
112111,6
112117,2
112122,1
112126,1
112141,1
112145,4
11215,1
112160,3
112165,7
112166,2
112182,1
112208,3
112210,1
112213,1
112215,3
11222,2
112220,4
112225,1
112229,1
112238,2
112242,7
112243,5
112244,2
11225,1
112253,2
112259,1
11226,8
112268,1
112274,3
112279,1
112285,4
112286,1
112287,9
112296,3
112300,1
112316,1
112345,1
112351,2
112360,2
112369,5
112372,5
112393,2
1124,4
112401,2
112405,1
112415,1
112417,4
112435,1
112436,1
112443,1
112447,2
112448,2
112450,2
112456,11
112457,3
11246,1
112468,1
112469,1
112471,3
112485,1
112503,4
112526,3
11253,3
112531,1
112535,1
112541,1
112544,1
11255,3
112555,3
112558,3
112566,3
112568,15
112571,3
112573,3
112584,1
112587,3
112597,14
112614,2
112621,2
112630,2
112643,4
112654,3
112668,1
112676,2
112677,4
112684,5
