用户ID,最近购买时间,R值
270566,2017-11-25,1
270808,2017-11-25,1
270815,2017-11-25,1
271136,2017-11-25,1
271179,2017-11-25,1
271207,2017-11-25,1
27126,2017-11-25,1
271413,2017-11-25,1
271427,2017-11-25,1
271463,2017-11-25,1
271547,2017-11-25,1
271622,2017-11-25,1
272,2017-11-25,1
272019,2017-11-25,1
272194,2017-11-25,1
272374,2017-11-25,1
272401,2017-11-25,1
272574,2017-11-25,1
272630,2017-11-25,1
273122,2017-11-25,1
273254,2017-11-25,1
273297,2017-11-25,1
273371,2017-11-25,1
273522,2017-11-25,1
273715,2017-11-25,1
273787,2017-11-25,1
273897,2017-11-25,1
2739,2017-11-25,1
27394,2017-11-25,1
273989,2017-11-25,1
2742,2017-11-25,1
27424,2017-11-25,1
274856,2017-11-25,1
27495,2017-11-25,1
274997,2017-11-25,1
275003,2017-11-25,1
275155,2017-11-25,1
275778,2017-11-25,1
275881,2017-11-25,1
275897,2017-11-25,1
276139,2017-11-25,1
276176,2017-11-25,1
276390,2017-11-25,1
276805,2017-11-25,1
277231,2017-11-25,1
277252,2017-11-25,1
277254,2017-11-25,1
277269,2017-11-25,1
27738,2017-11-25,1
277454,2017-11-25,1
277489,2017-11-25,1
277943,2017-11-25,1
277962,2017-11-25,1
278032,2017-11-25,1
278137,2017-11-25,1
278199,2017-11-25,1
27833,2017-11-25,1
278535,2017-11-25,1
278537,2017-11-25,1
278695,2017-11-25,1
278796,2017-11-25,1
278891,2017-11-25,1
278901,2017-11-25,1
278934,2017-11-25,1
279088,2017-11-25,1
27938,2017-11-25,1
279820,2017-11-25,1
279849,2017-11-25,1
279952,2017-11-25,1
28020,2017-11-25,1
280497,2017-11-25,1
280648,2017-11-25,1
280718,2017-11-25,1
280723,2017-11-25,1
280748,2017-11-25,1
280822,2017-11-25,1
281026,2017-11-25,1
281171,2017-11-25,1
281376,2017-11-25,1
28161,2017-11-25,1
281823,2017-11-25,1
281977,2017-11-25,1
282144,2017-11-25,1
282190,2017-11-25,1
282459,2017-11-25,1
282585,2017-11-25,1
282665,2017-11-25,1
282861,2017-11-25,1
283107,2017-11-25,1
283250,2017-11-25,1
283587,2017-11-25,1
28359,2017-11-25,1
283600,2017-11-25,1
283613,2017-11-25,1
283960,2017-11-25,1
284082,2017-11-25,1
284150,2017-11-25,1
284292,2017-11-25,1
284422,2017-11-25,1
284561,2017-11-25,1
284608,2017-11-25,1
284630,2017-11-25,1
285040,2017-11-25,1
285060,2017-11-25,1
285161,2017-11-25,1
285282,2017-11-25,1
28533,2017-11-25,1
285516,2017-11-25,1
28554,2017-11-25,1
285852,2017-11-25,1
286079,2017-11-25,1
286746,2017-11-25,1
286748,2017-11-25,1
286842,2017-11-25,1
286954,2017-11-25,1
28701,2017-11-25,1
287064,2017-11-25,1
287120,2017-11-25,1
287147,2017-11-25,1
287190,2017-11-25,1
287311,2017-11-25,1
287352,2017-11-25,1
287420,2017-11-25,1
287553,2017-11-25,1
287904,2017-11-25,1
288162,2017-11-25,1
288525,2017-11-25,1
288562,2017-11-25,1
288879,2017-11-25,1
289058,2017-11-25,1
28918,2017-11-25,1
289222,2017-11-25,1
289254,2017-11-25,1
289292,2017-11-25,1
289507,2017-11-25,1
289922,2017-11-25,1
289953,2017-11-25,1
290015,2017-11-25,1
290159,2017-11-25,1
290164,2017-11-25,1
290244,2017-11-25,1
290514,2017-11-25,1
290571,2017-11-25,1
290677,2017-11-25,1
290829,2017-11-25,1
290961,2017-11-25,1
291048,2017-11-25,1
291103,2017-11-25,1
291164,2017-11-25,1
29126,2017-11-25,1
291322,2017-11-25,1
292015,2017-11-25,1
292283,2017-11-25,1
292488,2017-11-25,1
293272,2017-11-25,1
293606,2017-11-25,1
294011,2017-11-25,1
294028,2017-11-25,1
294139,2017-11-25,1
294149,2017-11-25,1
294774,2017-11-25,1
294952,2017-11-25,1
295073,2017-11-25,1
295103,2017-11-25,1
295231,2017-11-25,1
295339,2017-11-25,1
295580,2017-11-25,1
295610,2017-11-25,1
29573,2017-11-25,1
295770,2017-11-25,1
295779,2017-11-25,1
296044,2017-11-25,1
296057,2017-11-25,1
296190,2017-11-25,1
296257,2017-11-25,1
296261,2017-11-25,1
296312,2017-11-25,1
296320,2017-11-25,1
297057,2017-11-25,1
297345,2017-11-25,1
29744,2017-11-25,1
297718,2017-11-25,1
297873,2017-11-25,1
29848,2017-11-25,1
298482,2017-11-25,1
298642,2017-11-25,1
298699,2017-11-25,1
298809,2017-11-25,1
299339,2017-11-25,1
299400,2017-11-25,1
300088,2017-11-25,1
300362,2017-11-25,1
300389,2017-11-25,1
300534,2017-11-25,1
300662,2017-11-25,1
300666,2017-11-25,1
300914,2017-11-25,1
301085,2017-11-25,1
301249,2017-11-25,1
301885,2017-11-25,1
302027,2017-11-25,1
30223,2017-11-25,1
302265,2017-11-25,1
302425,2017-11-25,1
302573,2017-11-25,1
302682,2017-11-25,1
3027,2017-11-25,1
302756,2017-11-25,1
302956,2017-11-25,1
303068,2017-11-25,1
303355,2017-11-25,1
303753,2017-11-25,1
303780,2017-11-25,1
304028,2017-11-25,1
304159,2017-11-25,1
304466,2017-11-25,1
304590,2017-11-25,1
304808,2017-11-25,1
304904,2017-11-25,1
304911,2017-11-25,1
305183,2017-11-25,1
305420,2017-11-25,1
305687,2017-11-25,1
305910,2017-11-25,1
306075,2017-11-25,1
30669,2017-11-25,1
306820,2017-11-25,1
307162,2017-11-25,1
307252,2017-11-25,1
307261,2017-11-25,1
307429,2017-11-25,1
308252,2017-11-25,1
308406,2017-11-25,1
308550,2017-11-25,1
308877,2017-11-25,1
309728,2017-11-25,1
310282,2017-11-25,1
310288,2017-11-25,1
310370,2017-11-25,1
310524,2017-11-25,1
310609,2017-11-25,1
311174,2017-11-25,1
311292,2017-11-25,1
311421,2017-11-25,1
311915,2017-11-25,1
311943,2017-11-25,1
312062,2017-11-25,1
312197,2017-11-25,1
313494,2017-11-25,1
314027,2017-11-25,1
314087,2017-11-25,1
314128,2017-11-25,1
314250,2017-11-25,1
31426,2017-11-25,1
314508,2017-11-25,1
314968,2017-11-25,1
31501,2017-11-25,1
315016,2017-11-25,1
315175,2017-11-25,1
315458,2017-11-25,1
315652,2017-11-25,1
315655,2017-11-25,1
316182,2017-11-25,1
316414,2017-11-25,1
316899,2017-11-25,1
317029,2017-11-25,1
317050,2017-11-25,1
317592,2017-11-25,1
317735,2017-11-25,1
318042,2017-11-25,1
318240,2017-11-25,1
318384,2017-11-25,1
31870,2017-11-25,1
318867,2017-11-25,1
318914,2017-11-25,1
31937,2017-11-25,1
319412,2017-11-25,1
319487,2017-11-25,1
319738,2017-11-25,1
319751,2017-11-25,1
319803,2017-11-25,1
319913,2017-11-25,1
319962,2017-11-25,1
320060,2017-11-25,1
320242,2017-11-25,1
320342,2017-11-25,1
320466,2017-11-25,1
32053,2017-11-25,1
320552,2017-11-25,1
320665,2017-11-25,1
320703,2017-11-25,1
320903,2017-11-25,1
320932,2017-11-25,1
321002,2017-11-25,1
321029,2017-11-25,1
32120,2017-11-25,1
321236,2017-11-25,1
321296,2017-11-25,1
321469,2017-11-25,1
321956,2017-11-25,1
322181,2017-11-25,1
322201,2017-11-25,1
322292,2017-11-25,1
322305,2017-11-25,1
322554,2017-11-25,1
322690,2017-11-25,1
322692,2017-11-25,1
322719,2017-11-25,1
323068,2017-11-25,1
323111,2017-11-25,1
323179,2017-11-25,1
323238,2017-11-25,1
323354,2017-11-25,1
323404,2017-11-25,1
323564,2017-11-25,1
323697,2017-11-25,1
323708,2017-11-25,1
324018,2017-11-25,1
324072,2017-11-25,1
324687,2017-11-25,1
324713,2017-11-25,1
324799,2017-11-25,1
325057,2017-11-25,1
325063,2017-11-25,1
325159,2017-11-25,1
325168,2017-11-25,1
325184,2017-11-25,1
325272,2017-11-25,1
325583,2017-11-25,1
325675,2017-11-25,1
325786,2017-11-25,1
326017,2017-11-25,1
326534,2017-11-25,1
326571,2017-11-25,1
326596,2017-11-25,1
326911,2017-11-25,1
327548,2017-11-25,1
327669,2017-11-25,1
327954,2017-11-25,1
328041,2017-11-25,1
328144,2017-11-25,1
328590,2017-11-25,1
329139,2017-11-25,1
329166,2017-11-25,1
329285,2017-11-25,1
329581,2017-11-25,1
329776,2017-11-25,1
330016,2017-11-25,1
330142,2017-11-25,1
330168,2017-11-25,1
330239,2017-11-25,1
330476,2017-11-25,1
331114,2017-11-25,1
33121,2017-11-25,1
331218,2017-11-25,1
33153,2017-11-25,1
331815,2017-11-25,1
331949,2017-11-25,1
331962,2017-11-25,1
33225,2017-11-25,1
332647,2017-11-25,1
332788,2017-11-25,1
333099,2017-11-25,1
333240,2017-11-25,1
333402,2017-11-25,1
333501,2017-11-25,1
333532,2017-11-25,1
334145,2017-11-25,1
334286,2017-11-25,1
334705,2017-11-25,1
334802,2017-11-25,1
335298,2017-11-25,1
335561,2017-11-25,1
33567,2017-11-25,1
335872,2017-11-25,1
335886,2017-11-25,1
335932,2017-11-25,1
335937,2017-11-25,1
335981,2017-11-25,1
336160,2017-11-25,1
336161,2017-11-25,1
336190,2017-11-25,1
33621,2017-11-25,1
336332,2017-11-25,1
336703,2017-11-25,1
336720,2017-11-25,1
336744,2017-11-25,1
336747,2017-11-25,1
336860,2017-11-25,1
336992,2017-11-25,1
337376,2017-11-25,1
337408,2017-11-25,1
33746,2017-11-25,1
337504,2017-11-25,1
337593,2017-11-25,1
337716,2017-11-25,1
337729,2017-11-25,1
337767,2017-11-25,1
33782,2017-11-25,1
338248,2017-11-25,1
338388,2017-11-25,1
338403,2017-11-25,1
338634,2017-11-25,1
338848,2017-11-25,1
338851,2017-11-25,1
338855,2017-11-25,1
338907,2017-11-25,1
339088,2017-11-25,1
339140,2017-11-25,1
33928,2017-11-25,1
339541,2017-11-25,1
339584,2017-11-25,1
339737,2017-11-25,1
339887,2017-11-25,1
339958,2017-11-25,1
339999,2017-11-25,1
340174,2017-11-25,1
340277,2017-11-25,1
340718,2017-11-25,1
340802,2017-11-25,1
34105,2017-11-25,1
341142,2017-11-25,1
341153,2017-11-25,1
341298,2017-11-25,1
341385,2017-11-25,1
341443,2017-11-25,1
341530,2017-11-25,1
34156,2017-11-25,1
341609,2017-11-25,1
341730,2017-11-25,1
341825,2017-11-25,1
341886,2017-11-25,1
341948,2017-11-25,1
34209,2017-11-25,1
342646,2017-11-25,1
342998,2017-11-25,1
343249,2017-11-25,1
343287,2017-11-25,1
343316,2017-11-25,1
343484,2017-11-25,1
343877,2017-11-25,1
343925,2017-11-25,1
344047,2017-11-25,1
344444,2017-11-25,1
344447,2017-11-25,1
344496,2017-11-25,1
344773,2017-11-25,1
344781,2017-11-25,1
344945,2017-11-25,1
344974,2017-11-25,1
345010,2017-11-25,1
345012,2017-11-25,1
345037,2017-11-25,1
345612,2017-11-25,1
345687,2017-11-25,1
345742,2017-11-25,1
34576,2017-11-25,1
345776,2017-11-25,1
345820,2017-11-25,1
345847,2017-11-25,1
345908,2017-11-25,1
34598,2017-11-25,1
346401,2017-11-25,1
346412,2017-11-25,1
346511,2017-11-25,1
346914,2017-11-25,1
347045,2017-11-25,1
347272,2017-11-25,1
347534,2017-11-25,1
347676,2017-11-25,1
347703,2017-11-25,1
347706,2017-11-25,1
347796,2017-11-25,1
347813,2017-11-25,1
347852,2017-11-25,1
347998,2017-11-25,1
348155,2017-11-25,1
34829,2017-11-25,1
348594,2017-11-25,1
348601,2017-11-25,1
348751,2017-11-25,1
348850,2017-11-25,1
349233,2017-11-25,1
349257,2017-11-25,1
349271,2017-11-25,1
349330,2017-11-25,1
34937,2017-11-25,1
349405,2017-11-25,1
349597,2017-11-25,1
349761,2017-11-25,1
349768,2017-11-25,1
350014,2017-11-25,1
350247,2017-11-25,1
350481,2017-11-25,1
351044,2017-11-25,1
351680,2017-11-25,1
3517,2017-11-25,1
351802,2017-11-25,1
351950,2017-11-25,1
351971,2017-11-25,1
35200,2017-11-25,1
352083,2017-11-25,1
352247,2017-11-25,1
352328,2017-11-25,1
352376,2017-11-25,1
352387,2017-11-25,1
352491,2017-11-25,1
352640,2017-11-25,1
352733,2017-11-25,1
352803,2017-11-25,1
352889,2017-11-25,1
352925,2017-11-25,1
353056,2017-11-25,1
353129,2017-11-25,1
353257,2017-11-25,1
353374,2017-11-25,1
353559,2017-11-25,1
353570,2017-11-25,1
354047,2017-11-25,1
354068,2017-11-25,1
354137,2017-11-25,1
354312,2017-11-25,1
354453,2017-11-25,1
354648,2017-11-25,1
354851,2017-11-25,1
355311,2017-11-25,1
35556,2017-11-25,1
35583,2017-11-25,1
356254,2017-11-25,1
356710,2017-11-25,1
356764,2017-11-25,1
356840,2017-11-25,1
356932,2017-11-25,1
357223,2017-11-25,1
357285,2017-11-25,1
357355,2017-11-25,1
357437,2017-11-25,1
357497,2017-11-25,1
357560,2017-11-25,1
357694,2017-11-25,1
357839,2017-11-25,1
357846,2017-11-25,1
357852,2017-11-25,1
357976,2017-11-25,1
358044,2017-11-25,1
358083,2017-11-25,1
358162,2017-11-25,1
358282,2017-11-25,1
358411,2017-11-25,1
358839,2017-11-25,1
358930,2017-11-25,1
35896,2017-11-25,1
35904,2017-11-25,1
359062,2017-11-25,1
359490,2017-11-25,1
359703,2017-11-25,1
359728,2017-11-25,1
359739,2017-11-25,1
359907,2017-11-25,1
359957,2017-11-25,1
36002,2017-11-25,1
360692,2017-11-25,1
360722,2017-11-25,1
360794,2017-11-25,1
360803,2017-11-25,1
361068,2017-11-25,1
361225,2017-11-25,1
36148,2017-11-25,1
361565,2017-11-25,1
361570,2017-11-25,1
361577,2017-11-25,1
361680,2017-11-25,1
3618,2017-11-25,1
361961,2017-11-25,1
361989,2017-11-25,1
36220,2017-11-25,1
362393,2017-11-25,1
362532,2017-11-25,1
362941,2017-11-25,1
363132,2017-11-25,1
363373,2017-11-25,1
363423,2017-11-25,1
363627,2017-11-25,1
363860,2017-11-25,1
363999,2017-11-25,1
364273,2017-11-25,1
364667,2017-11-25,1
364693,2017-11-25,1
364763,2017-11-25,1
364970,2017-11-25,1
365090,2017-11-25,1
365138,2017-11-25,1
365158,2017-11-25,1
365425,2017-11-25,1
365509,2017-11-25,1
365567,2017-11-25,1
365632,2017-11-25,1
365677,2017-11-25,1
365762,2017-11-25,1
365862,2017-11-25,1
365882,2017-11-25,1
365977,2017-11-25,1
366324,2017-11-25,1
366545,2017-11-25,1
366546,2017-11-25,1
36660,2017-11-25,1
366769,2017-11-25,1
366783,2017-11-25,1
366917,2017-11-25,1
36700,2017-11-25,1
367160,2017-11-25,1
367239,2017-11-25,1
367463,2017-11-25,1
3676,2017-11-25,1
367646,2017-11-25,1
367720,2017-11-25,1
367763,2017-11-25,1
368161,2017-11-25,1
368289,2017-11-25,1
368341,2017-11-25,1
368452,2017-11-25,1
368587,2017-11-25,1
36897,2017-11-25,1
369058,2017-11-25,1
369073,2017-11-25,1
369150,2017-11-25,1
369429,2017-11-25,1
369541,2017-11-25,1
369963,2017-11-25,1
370061,2017-11-25,1
37011,2017-11-25,1
370472,2017-11-25,1
370479,2017-11-25,1
370565,2017-11-25,1
371059,2017-11-25,1
371208,2017-11-25,1
37124,2017-11-25,1
371403,2017-11-25,1
371467,2017-11-25,1
371586,2017-11-25,1
371714,2017-11-25,1
37176,2017-11-25,1
371953,2017-11-25,1
372026,2017-11-25,1
372105,2017-11-25,1
372168,2017-11-25,1
372255,2017-11-25,1
372458,2017-11-25,1
37280,2017-11-25,1
373365,2017-11-25,1
37364,2017-11-25,1
373744,2017-11-25,1
373794,2017-11-25,1
374299,2017-11-25,1
375010,2017-11-25,1
375426,2017-11-25,1
375661,2017-11-25,1
375790,2017-11-25,1
376030,2017-11-25,1
376522,2017-11-25,1
376631,2017-11-25,1
376707,2017-11-25,1
376851,2017-11-25,1
377256,2017-11-25,1
377284,2017-11-25,1
377440,2017-11-25,1
377713,2017-11-25,1
378224,2017-11-25,1
378456,2017-11-25,1
378519,2017-11-25,1
378680,2017-11-25,1
379082,2017-11-25,1
379134,2017-11-25,1
379309,2017-11-25,1
379428,2017-11-25,1
379775,2017-11-25,1
379929,2017-11-25,1
380216,2017-11-25,1
380451,2017-11-25,1
380848,2017-11-25,1
380948,2017-11-25,1
381374,2017-11-25,1
381397,2017-11-25,1
381457,2017-11-25,1
381927,2017-11-25,1
381948,2017-11-25,1
381951,2017-11-25,1
38197,2017-11-25,1
382049,2017-11-25,1
382322,2017-11-25,1
382705,2017-11-25,1
382771,2017-11-25,1
382964,2017-11-25,1
383029,2017-11-25,1
383434,2017-11-25,1
38382,2017-11-25,1
383977,2017-11-25,1
383991,2017-11-25,1
383992,2017-11-25,1
384520,2017-11-25,1
384653,2017-11-25,1
384710,2017-11-25,1
384911,2017-11-25,1
385076,2017-11-25,1
385158,2017-11-25,1
385251,2017-11-25,1
38547,2017-11-25,1
385878,2017-11-25,1
385998,2017-11-25,1
386023,2017-11-25,1
38613,2017-11-25,1
386177,2017-11-25,1
386209,2017-11-25,1
386278,2017-11-25,1
386446,2017-11-25,1
386626,2017-11-25,1
386772,2017-11-25,1
386799,2017-11-25,1
386844,2017-11-25,1
387161,2017-11-25,1
387175,2017-11-25,1
387229,2017-11-25,1
387468,2017-11-25,1
387658,2017-11-25,1
387660,2017-11-25,1
387673,2017-11-25,1
388246,2017-11-25,1
388388,2017-11-25,1
388405,2017-11-25,1
388543,2017-11-25,1
388637,2017-11-25,1
388744,2017-11-25,1
388845,2017-11-25,1
389032,2017-11-25,1
389039,2017-11-25,1
389175,2017-11-25,1
389293,2017-11-25,1
389445,2017-11-25,1
389540,2017-11-25,1
389560,2017-11-25,1
389831,2017-11-25,1
389890,2017-11-25,1
389996,2017-11-25,1
390082,2017-11-25,1
390111,2017-11-25,1
39041,2017-11-25,1
390723,2017-11-25,1
391295,2017-11-25,1
391555,2017-11-25,1
391569,2017-11-25,1
391622,2017-11-25,1
39168,2017-11-25,1
391853,2017-11-25,1
391865,2017-11-25,1
392248,2017-11-25,1
392318,2017-11-25,1
392516,2017-11-25,1
392647,2017-11-25,1
392939,2017-11-25,1
392994,2017-11-25,1
393456,2017-11-25,1
393491,2017-11-25,1
393590,2017-11-25,1
393894,2017-11-25,1
394521,2017-11-25,1
395059,2017-11-25,1
395134,2017-11-25,1
395160,2017-11-25,1
395294,2017-11-25,1
395432,2017-11-25,1
395449,2017-11-25,1
395470,2017-11-25,1
395808,2017-11-25,1
395970,2017-11-25,1
396050,2017-11-25,1
396201,2017-11-25,1
396277,2017-11-25,1
39638,2017-11-25,1
396812,2017-11-25,1
396918,2017-11-25,1
396948,2017-11-25,1
397075,2017-11-25,1
397260,2017-11-25,1
397370,2017-11-25,1
397697,2017-11-25,1
397724,2017-11-25,1
397829,2017-11-25,1
398024,2017-11-25,1
398223,2017-11-25,1
398247,2017-11-25,1
398553,2017-11-25,1
398586,2017-11-25,1
398885,2017-11-25,1
398894,2017-11-25,1
399092,2017-11-25,1
399124,2017-11-25,1
399773,2017-11-25,1
399787,2017-11-25,1
399865,2017-11-25,1
399907,2017-11-25,1
400484,2017-11-25,1
400686,2017-11-25,1
400730,2017-11-25,1
400799,2017-11-25,1
400803,2017-11-25,1
401154,2017-11-25,1
401280,2017-11-25,1
401371,2017-11-25,1
40138,2017-11-25,1
401759,2017-11-25,1
402612,2017-11-25,1
402755,2017-11-25,1
402784,2017-11-25,1
403012,2017-11-25,1
403042,2017-11-25,1
403182,2017-11-25,1
403192,2017-11-25,1
40323,2017-11-25,1
403365,2017-11-25,1
403419,2017-11-25,1
403453,2017-11-25,1
40359,2017-11-25,1
403614,2017-11-25,1
403704,2017-11-25,1
403822,2017-11-25,1
403924,2017-11-25,1
403979,2017-11-25,1
404075,2017-11-25,1
404150,2017-11-25,1
404177,2017-11-25,1
404279,2017-11-25,1
404326,2017-11-25,1
404349,2017-11-25,1
404606,2017-11-25,1
404775,2017-11-25,1
404829,2017-11-25,1
404862,2017-11-25,1
405245,2017-11-25,1
405275,2017-11-25,1
405360,2017-11-25,1
405665,2017-11-25,1
405838,2017-11-25,1
406029,2017-11-25,1
406311,2017-11-25,1
406508,2017-11-25,1
406673,2017-11-25,1
407347,2017-11-25,1
407365,2017-11-25,1
407458,2017-11-25,1
407609,2017-11-25,1
407668,2017-11-25,1
407746,2017-11-25,1
408131,2017-11-25,1
408205,2017-11-25,1
408328,2017-11-25,1
40835,2017-11-25,1
408711,2017-11-25,1
40886,2017-11-25,1
40926,2017-11-25,1
409422,2017-11-25,1
409538,2017-11-25,1
409550,2017-11-25,1
409649,2017-11-25,1
409689,2017-11-25,1
409699,2017-11-25,1
410232,2017-11-25,1
410660,2017-11-25,1
410845,2017-11-25,1
411048,2017-11-25,1
411175,2017-11-25,1
411271,2017-11-25,1
411335,2017-11-25,1
411472,2017-11-25,1
411594,2017-11-25,1
411880,2017-11-25,1
411992,2017-11-25,1
412890,2017-11-25,1
413173,2017-11-25,1
413194,2017-11-25,1
413578,2017-11-25,1
413645,2017-11-25,1
413725,2017-11-25,1
413916,2017-11-25,1
41408,2017-11-25,1
414127,2017-11-25,1
41423,2017-11-25,1
414626,2017-11-25,1
414716,2017-11-25,1
414827,2017-11-25,1
414912,2017-11-25,1
415194,2017-11-25,1
415353,2017-11-25,1
415485,2017-11-25,1
415615,2017-11-25,1
415794,2017-11-25,1
415963,2017-11-25,1
415978,2017-11-25,1
416337,2017-11-25,1
416348,2017-11-25,1
41639,2017-11-25,1
416609,2017-11-25,1
416658,2017-11-25,1
416692,2017-11-25,1
416945,2017-11-25,1
416950,2017-11-25,1
417334,2017-11-25,1
417504,2017-11-25,1
417810,2017-11-25,1
418495,2017-11-25,1
418525,2017-11-25,1
418554,2017-11-25,1
418772,2017-11-25,1
419145,2017-11-25,1
419261,2017-11-25,1
419359,2017-11-25,1
419915,2017-11-25,1
419930,2017-11-25,1
420362,2017-11-25,1
420617,2017-11-25,1
420887,2017-11-25,1
421379,2017-11-25,1
421485,2017-11-25,1
421497,2017-11-25,1
421532,2017-11-25,1
421951,2017-11-25,1
422752,2017-11-25,1
422924,2017-11-25,1
422943,2017-11-25,1
423154,2017-11-25,1
423208,2017-11-25,1
423559,2017-11-25,1
423624,2017-11-25,1
424022,2017-11-25,1
424234,2017-11-25,1
424261,2017-11-25,1
424375,2017-11-25,1
424582,2017-11-25,1
424747,2017-11-25,1
424827,2017-11-25,1
424893,2017-11-25,1
425064,2017-11-25,1
425090,2017-11-25,1
425100,2017-11-25,1
42512,2017-11-25,1
42517,2017-11-25,1
42526,2017-11-25,1
425380,2017-11-25,1
42541,2017-11-25,1
425564,2017-11-25,1
425607,2017-11-25,1
425628,2017-11-25,1
425747,2017-11-25,1
426407,2017-11-25,1
426684,2017-11-25,1
426692,2017-11-25,1
427031,2017-11-25,1
427062,2017-11-25,1
427669,2017-11-25,1
427761,2017-11-25,1
427806,2017-11-25,1
428076,2017-11-25,1
428105,2017-11-25,1
428136,2017-11-25,1
428382,2017-11-25,1
428430,2017-11-25,1
428615,2017-11-25,1
428952,2017-11-25,1
429010,2017-11-25,1
429011,2017-11-25,1
429102,2017-11-25,1
429166,2017-11-25,1
429548,2017-11-25,1
429764,2017-11-25,1
430057,2017-11-25,1
430314,2017-11-25,1
43062,2017-11-25,1
430816,2017-11-25,1
430826,2017-11-25,1
430941,2017-11-25,1
430964,2017-11-25,1
430979,2017-11-25,1
431007,2017-11-25,1
431093,2017-11-25,1
43121,2017-11-25,1
431280,2017-11-25,1
431310,2017-11-25,1
431500,2017-11-25,1
43213,2017-11-25,1
432145,2017-11-25,1
432486,2017-11-25,1
432488,2017-11-25,1
432540,2017-11-25,1
432958,2017-11-25,1
433202,2017-11-25,1
433281,2017-11-25,1
433451,2017-11-25,1
433736,2017-11-25,1
434321,2017-11-25,1
43453,2017-11-25,1
434628,2017-11-25,1
434944,2017-11-25,1
435127,2017-11-25,1
435275,2017-11-25,1
43560,2017-11-25,1
435816,2017-11-25,1
435883,2017-11-25,1
436092,2017-11-25,1
436290,2017-11-25,1
436488,2017-11-25,1
436606,2017-11-25,1
437422,2017-11-25,1
437531,2017-11-25,1
437637,2017-11-25,1
438028,2017-11-25,1
438061,2017-11-25,1
43811,2017-11-25,1
438152,2017-11-25,1
438208,2017-11-25,1
438369,2017-11-25,1
438435,2017-11-25,1
438517,2017-11-25,1
438535,2017-11-25,1
438739,2017-11-25,1
438845,2017-11-25,1
438909,2017-11-25,1
438994,2017-11-25,1
439047,2017-11-25,1
439103,2017-11-25,1
439154,2017-11-25,1
439396,2017-11-25,1
439440,2017-11-25,1
439573,2017-11-25,1
43988,2017-11-25,1
439950,2017-11-25,1
439997,2017-11-25,1
440372,2017-11-25,1
440511,2017-11-25,1
440649,2017-11-25,1
440740,2017-11-25,1
440766,2017-11-25,1
441035,2017-11-25,1
441321,2017-11-25,1
441363,2017-11-25,1
441380,2017-11-25,1
441492,2017-11-25,1
441980,2017-11-25,1
442015,2017-11-25,1
44211,2017-11-25,1
442244,2017-11-25,1
442409,2017-11-25,1
442419,2017-11-25,1
442432,2017-11-25,1
442507,2017-11-25,1
442518,2017-11-25,1
442536,2017-11-25,1
44260,2017-11-25,1
442984,2017-11-25,1
443063,2017-11-25,1
443067,2017-11-25,1
443087,2017-11-25,1
443088,2017-11-25,1
443190,2017-11-25,1
443474,2017-11-25,1
443485,2017-11-25,1
443578,2017-11-25,1
444110,2017-11-25,1
444126,2017-11-25,1
444156,2017-11-25,1
444174,2017-11-25,1
44433,2017-11-25,1
444356,2017-11-25,1
444462,2017-11-25,1
445021,2017-11-25,1
445260,2017-11-25,1
445506,2017-11-25,1
445955,2017-11-25,1
446097,2017-11-25,1
446198,2017-11-25,1
446345,2017-11-25,1
446379,2017-11-25,1
446481,2017-11-25,1
446502,2017-11-25,1
446642,2017-11-25,1
446821,2017-11-25,1
446895,2017-11-25,1
446961,2017-11-25,1
447419,2017-11-25,1
447509,2017-11-25,1
447632,2017-11-25,1
44769,2017-11-25,1
448182,2017-11-25,1
448795,2017-11-25,1
449003,2017-11-25,1
449145,2017-11-25,1
449288,2017-11-25,1
449515,2017-11-25,1
449715,2017-11-25,1
449839,2017-11-25,1
449853,2017-11-25,1
449869,2017-11-25,1
