用户ID,购买次数,F值
1009023,1,1
1009026,3,1
1009046,6,2
1009050,1,1
1009056,3,1
1009070,8,2
1009073,1,1
1009104,2,1
1009107,1,1
1009121,4,1
1009123,1,1
1009129,4,1
1009135,2,1
1009141,1,1
1009153,3,1
1009155,3,1
1009158,3,1
1009165,1,1
10092,1,1
1009202,3,1
1009211,9,2
1009217,1,1
1009221,3,1
1009225,3,1
1009233,2,1
1009237,2,1
1009243,1,1
100925,4,1
1009254,1,1
1009257,4,1
100927,1,1
1009283,2,1
1009285,4,1
1009291,2,1
1009322,1,1
1009328,1,1
100933,1,1
1009352,2,1
1009384,1,1
1009385,2,1
1009391,6,2
1009396,2,1
1009402,2,1
1009405,3,1
1009407,2,1
1009410,8,2
1009415,1,1
1009417,6,2
1009418,1,1
1009420,1,1
1009424,1,1
1009437,5,2
1009440,1,1
1009441,2,1
1009457,2,1
1009465,1,1
1009469,2,1
1009472,2,1
1009501,17,0
1009508,2,1
1009512,3,1
1009516,6,2
1009524,3,1
1009529,4,1
1009532,6,2
1009533,2,1
1009542,2,1
1009551,2,1
1009553,1,1
1009558,1,1
1009559,4,1
1009575,2,1
1009587,3,1
10096,1,1
1009608,3,1
1009611,7,2
1009619,2,1
1009623,2,1
1009626,1,1
1009630,1,1
1009639,3,1
1009645,1,1
1009657,2,1
1009666,4,1
1009673,4,1
1009684,2,1
1009687,1,1
100970,1,1
1009712,4,1
1009718,3,1
1009719,2,1
1009722,3,1
1009724,1,1
1009741,2,1
1009748,1,1
1009753,3,1
1009765,2,1
1009768,4,1
100977,3,1
1009771,3,1
1009776,1,1
1009798,3,1
1009803,2,1
1009822,7,2
1009825,2,1
1009832,2,1
1009833,6,2
1009853,1,1
1009859,5,2
1009860,1,1
1009869,2,1
1009880,3,1
1009884,5,2
1009888,2,1
1009898,5,2
100992,2,1
1009932,2,1
1009933,2,1
1009934,11,3
1009938,2,1
1009940,2,1
1009947,1,1
1009948,2,1
1009949,1,1
1009950,1,1
1009982,1,1
1009997,4,1
1010001,2,1
1010006,4,1
101001,4,1
1010016,2,1
1010017,2,1
101003,6,2
1010032,3,1
1010040,3,1
1010043,2,1
1010044,3,1
1010047,2,1
1010050,1,1
1010051,5,2
1010079,5,2
101008,12,3
1010088,1,1
1010093,4,1
1010121,2,1
1010125,5,2
1010129,3,1
101013,1,1
1010133,1,1
1010149,1,1
1010155,1,1
1010157,3,1
1010170,7,2
1010173,2,1
1010177,1,1
1010189,2,1
1010198,2,1
1010199,1,1
1010204,1,1
1010205,2,1
1010208,3,1
101021,2,1
1010210,1,1
1010211,2,1
1010214,1,1
1010215,2,1
1010219,14,3
101023,6,2
1010231,1,1
1010238,2,1
101024,2,1
1010254,1,1
1010263,1,1
1010267,4,1
1010269,3,1
1010279,3,1
1010280,8,2
1010281,7,2
1010288,30,4
1010299,10,3
1010306,1,1
1010311,1,1
1010325,1,1
1010327,4,1
101033,2,1
1010330,1,1
1010333,16,0
1010343,2,1
1010347,3,1
1010362,3,1
1010373,2,1
1010376,1,1
1010381,6,2
1010391,2,1
1010396,3,1
1010399,6,2
1010411,3,1
1010416,3,1
1010418,2,1
1010427,2,1
1010433,2,1
1010439,1,1
1010445,3,1
1010453,6,2
1010455,1,1
1010456,1,1
101047,3,1
1010478,11,3
1010480,1,1
1010504,3,1
1010507,3,1
1010508,1,1
1010510,4,1
1010515,1,1
1010519,2,1
1010533,2,1
1010534,2,1
1010536,1,1
1010537,1,1
1010539,2,1
101056,1,1
1010560,5,2
1010564,1,1
1010566,2,1
1010568,2,1
1010572,2,1
101058,1,1
1010582,3,1
1010583,2,1
1010590,2,1
1010593,1,1
1010596,3,1
1010598,4,1
1010599,1,1
1010603,10,3
1010608,1,1
1010611,1,1
1010612,1,1
101063,2,1
1010630,2,1
1010638,4,1
1010641,1,1
1010655,2,1
1010658,1,1
1010664,5,2
1010690,2,1
1010691,5,2
1010694,1,1
1010697,1,1
1010704,3,1
1010706,2,1
1010711,3,1
1010713,1,1
1010736,2,1
1010754,2,1
1010755,4,1
1010765,1,1
1010780,2,1
1010783,2,1
1010784,4,1
1010785,10,3
1010806,3,1
1010816,3,1
1010817,1,1
101082,7,2
1010836,1,1
1010839,6,2
101084,1,1
1010853,3,1
1010857,3,1
1010861,3,1
1010864,6,2
1010869,9,2
1010870,7,2
1010874,1,1
101088,3,1
1010896,4,1
1010899,6,2
1010912,1,1
1010915,4,1
1010919,3,1
101092,5,2
1010944,5,2
1010945,3,1
1010947,5,2
1010953,4,1
101096,6,2
1010978,7,2
1010981,4,1
1010995,1,1
1011004,2,1
1011005,4,1
101101,1,1
1011017,1,1
1011021,11,3
1011024,1,1
1011030,1,1
1011036,2,1
101104,2,1
1011050,4,1
1011052,1,1
1011062,1,1
1011072,1,1
1011079,2,1
1011084,3,1
1011086,2,1
1011092,1,1
1011096,4,1
10111,2,1
1011100,1,1
1011108,2,1
1011118,2,1
101112,2,1
1011120,3,1
1011128,2,1
101114,2,1
1011169,1,1
1011171,3,1
1011172,3,1
1011173,4,1
1011181,6,2
1011202,1,1
1011207,4,1
1011214,1,1
1011217,3,1
1011219,4,1
1011222,1,1
1011227,3,1
1011235,3,1
1011248,4,1
1011254,3,1
1011258,1,1
1011266,2,1
1011272,3,1
1011290,1,1
1011293,1,1
1011322,3,1
1011326,3,1
1011332,2,1
1011340,1,1
1011361,2,1
1011365,3,1
1011387,2,1
1011388,1,1
1011390,15,3
1011391,3,1
1011397,1,1
10114,3,1
1011400,2,1
1011402,3,1
1011409,3,1
1011415,1,1
1011419,2,1
1011420,2,1
1011431,1,1
101144,1,1
1011470,5,2
1011487,3,1
1011490,1,1
1011499,4,1
101150,1,1
1011521,6,2
1011527,3,1
1011529,1,1
1011565,3,1
1011567,3,1
101157,1,1
1011574,1,1
1011581,7,2
1011591,4,1
1011624,1,1
1011631,2,1
1011633,1,1
1011647,2,1
1011648,1,1
101165,2,1
1011651,3,1
1011652,12,3
1011655,11,3
1011656,1,1
1011669,1,1
1011676,1,1
1011681,1,1
1011685,1,1
1011697,2,1
1011698,1,1
1011699,3,1
1011703,1,1
1011704,4,1
1011705,4,1
1011709,7,2
1011725,4,1
1011729,4,1
1011730,1,1
1011745,4,1
1011749,2,1
1011752,2,1
1011758,1,1
1011760,2,1
1011773,1,1
1011789,2,1
1011793,7,2
1011799,5,2
1011802,2,1
1011816,2,1
101182,3,1
1011826,1,1
1011828,1,1
1011839,2,1
1011841,1,1
1011867,3,1
1011868,1,1
1011872,11,3
101188,8,2
1011880,3,1
1011886,2,1
101189,2,1
1011891,1,1
1011892,1,1
101190,2,1
1011911,1,1
1011919,2,1
1011921,1,1
1011923,1,1
1011937,5,2
1011943,6,2
1011960,5,2
1011961,3,1
1011981,1,1
1011986,5,2
1011992,3,1
1011996,6,2
1012000,4,1
1012002,9,2
1012012,1,1
1012017,2,1
1012022,6,2
1012028,1,1
1012031,2,1
1012033,1,1
101204,2,1
1012040,4,1
1012048,3,1
1012050,1,1
1012060,2,1
1012062,2,1
1012070,2,1
1012075,5,2
1012082,1,1
1012086,2,1
1012093,4,1
101210,1,1
1012102,4,1
1012104,2,1
1012105,9,2
1012110,4,1
1012116,1,1
101212,9,2
1012125,2,1
1012133,1,1
1012148,17,0
1012155,1,1
1012164,1,1
101217,1,1
1012191,3,1
1012198,1,1
1012208,1,1
1012222,1,1
1012232,7,2
1012237,1,1
1012252,2,1
1012257,2,1
1012275,8,2
1012277,4,1
1012284,3,1
1012287,2,1
1012290,4,1
1012293,4,1
1012296,2,1
1012298,4,1
1012299,1,1
101230,2,1
101231,2,1
1012313,1,1
1012333,4,1
1012338,6,2
1012344,2,1
1012352,1,1
1012358,7,2
1012373,6,2
1012380,2,1
101239,4,1
1012395,7,2
1012403,1,1
1012411,4,1
1012415,4,1
1012420,3,1
1012426,7,2
1012445,1,1
101245,3,1
1012459,3,1
1012467,1,1
1012469,4,1
1012472,1,1
1012474,1,1
1012478,1,1
1012489,1,1
101249,8,2
1012498,3,1
1012501,4,1
1012512,1,1
1012516,2,1
1012524,2,1
1012525,10,3
1012528,1,1
1012534,4,1
1012535,2,1
1012536,2,1
1012541,1,1
1012550,2,1
1012553,1,1
1012578,1,1
1012579,2,1
1012597,1,1
101260,2,1
1012611,2,1
1012621,1,1
1012626,1,1
1012638,3,1
1012639,2,1
1012645,5,2
1012647,1,1
1012651,2,1
1012661,6,2
1012664,3,1
1012665,1,1
1012667,3,1
1012670,3,1
1012673,1,1
1012677,2,1
1012682,8,2
101269,1,1
1012693,3,1
1012727,1,1
1012731,2,1
1012736,3,1
1012737,1,1
1012741,5,2
1012743,1,1
1012745,4,1
1012774,2,1
1012784,2,1
1012793,3,1
1012795,3,1
10128,1,1
1012804,3,1
1012806,6,2
1012808,2,1
1012819,2,1
1012826,2,1
1012830,2,1
1012841,5,2
1012849,1,1
1012851,6,2
1012881,6,2
1012883,1,1
1012894,1,1
1012895,5,2
1012896,1,1
1012904,2,1
1012911,1,1
1012915,1,1
1012919,2,1
1012925,3,1
1012927,2,1
1012945,3,1
1012947,1,1
1012950,2,1
101296,1,1
1012967,2,1
1012985,2,1
1012989,2,1
101300,2,1
1013004,5,2
1013013,16,0
1013015,2,1
1013021,1,1
1013023,3,1
1013026,1,1
1013027,2,1
101303,4,1
1013030,2,1
1013033,1,1
101305,6,2
101306,4,1
1013063,2,1
1013086,5,2
1013088,1,1
1013089,4,1
1013097,1,1
1013118,4,1
101312,4,1
1013124,1,1
101313,1,1
1013131,2,1
1013133,3,1
1013136,2,1
1013150,1,1
1013160,1,1
1013162,1,1
1013169,3,1
1013171,1,1
1013180,1,1
1013183,1,1
101319,1,1
1013194,1,1
101320,1,1
1013202,7,2
1013209,7,2
101321,1,1
1013232,2,1
1013238,2,1
1013240,2,1
1013254,1,1
101326,1,1
1013265,3,1
1013276,1,1
1013277,1,1
1013291,3,1
1013305,2,1
1013311,3,1
1013313,1,1
1013317,4,1
1013323,2,1
1013336,3,1
1013338,7,2
1013343,4,1
101335,2,1
1013355,1,1
1013359,3,1
1013362,1,1
1013364,4,1
1013365,2,1
1013366,1,1
1013370,2,1
1013376,2,1
1013381,17,0
101339,2,1
1013396,2,1
101340,1,1
1013423,1,1
101343,2,1
1013445,2,1
101345,1,1
1013456,1,1
1013492,2,1
1013494,2,1
1013497,3,1
10135,1,1
1013501,1,1
1013511,1,1
101352,1,1
1013525,5,2
1013526,2,1
1013531,3,1
1013559,1,1
1013563,2,1
1013574,2,1
1013579,2,1
1013581,2,1
1013582,2,1
1013585,2,1
1013586,7,2
1013593,5,2
1013600,2,1
1013606,2,1
1013611,1,1
1013615,1,1
1013619,1,1
1013635,1,1
1013649,1,1
1013652,2,1
1013655,2,1
1013678,2,1
1013687,2,1
1013690,4,1
1013691,3,1
1013697,4,1
1013702,2,1
1013706,3,1
1013709,5,2
1013711,2,1
1013712,1,1
1013728,6,2
1013742,3,1
1013747,8,2
1013754,1,1
1013765,4,1
1013773,1,1
1013774,1,1
1013775,2,1
1013785,2,1
1013787,3,1
101381,14,3
1013822,2,1
1013829,2,1
1013830,3,1
1013835,1,1
1013844,1,1
1013847,5,2
1013875,2,1
1013877,1,1
1013889,14,3
1013893,3,1
1013898,1,1
10139,1,1
1013907,1,1
101391,2,1
1013911,3,1
101392,3,1
1013920,1,1
1013929,5,2
101393,1,1
1013933,6,2
1013934,1,1
1013938,1,1
101394,3,1
1013942,2,1
1013943,8,2
1013955,1,1
1013961,3,1
1013967,2,1
1013980,3,1
1013991,1,1
101402,1,1
1014022,6,2
1014025,1,1
1014032,2,1
1014034,1,1
1014035,6,2
1014043,1,1
1014045,3,1
1014046,2,1
1014048,5,2
1014055,5,2
1014059,3,1
1014064,3,1
1014069,1,1
1014072,4,1
1014088,1,1
1014096,1,1
1014108,3,1
1014114,2,1
101413,1,1
1014150,2,1
1014152,2,1
1014153,1,1
1014154,6,2
1014156,2,1
1014166,4,1
101417,3,1
1014171,1,1
1014176,1,1
101418,1,1
1014180,2,1
1014192,2,1
1014197,4,1
1014199,1,1
101420,6,2
1014207,2,1
1014215,1,1
101422,2,1
1014237,4,1
1014243,1,1
1014245,3,1
1014248,5,2
1014265,6,2
1014275,2,1
1014279,2,1
1014281,7,2
1014286,3,1
1014290,1,1
1014291,3,1
1014303,1,1
1014309,4,1
101431,1,1
1014313,3,1
1014321,5,2
1014326,1,1
101433,2,1
1014332,1,1
101434,1,1
1014341,5,2
1014344,2,1
1014350,1,1
1014352,2,1
1014357,2,1
1014358,3,1
1014362,1,1
1014366,1,1
1014391,1,1
1014418,13,3
1014427,6,2
1014431,3,1
1014434,1,1
1014436,3,1
1014446,6,2
1014449,2,1
1014458,2,1
1014460,1,1
1014467,2,1
1014472,1,1
1014475,4,1
1014477,4,1
101448,1,1
1014508,1,1
1014517,1,1
1014519,2,1
1014544,7,2
1014550,7,2
1014557,6,2
101457,2,1
1014570,1,1
1014577,5,2
1014597,2,1
10146,2,1
1014605,3,1
1014609,1,1
1014610,25,4
1014614,1,1
1014617,1,1
1014626,1,1
1014629,2,1
1014633,3,1
1014637,3,1
1014642,2,1
1014647,2,1
1014652,4,1
1014667,1,1
1014679,2,1
1014688,1,1
1014694,6,2
1014695,2,1
1014696,2,1
1014704,2,1
1014708,2,1
1014715,3,1
1014716,7,2
101473,3,1
1014732,6,2
1014736,3,1
101474,2,1
1014742,1,1
1014755,1,1
1014758,2,1
1014778,2,1
1014782,3,1
1014786,1,1
1014789,6,2
1014805,1,1
1014817,3,1
1014838,2,1
1014840,4,1
1014846,4,1
1014858,2,1
1014870,1,1
1014880,3,1
101489,1,1
1014896,2,1
1014907,8,2
1014909,2,1
1014912,2,1
1014917,6,2
1014932,1,1
1014933,1,1
1014935,3,1
1014939,3,1
1014955,1,1
1014959,4,1
1014977,1,1
1014988,1,1
1014989,3,1
10150,1,1
1015007,2,1
1015014,1,1
101502,2,1
1015027,2,1
1015031,2,1
1015032,1,1
1015045,2,1
1015047,2,1
1015055,5,2
1015060,3,1
1015065,5,2
1015075,2,1
1015076,1,1
1015077,4,1
1015090,2,1
1015099,8,2
1015103,2,1
1015112,4,1
1015115,2,1
1015117,3,1
1015126,1,1
1015130,4,1
1015143,1,1
101515,4,1
101516,1,1
1015171,1,1
1015181,1,1
1015184,1,1
1015186,3,1
1015193,3,1
1015219,11,3
1015228,3,1
1015229,4,1
1015234,3,1
1015237,3,1
1015250,6,2
1015253,3,1
1015255,21,4
101526,11,3
101527,3,1
1015272,2,1
1015278,7,2
1015279,5,2
101528,5,2
1015280,1,1
1015283,2,1
1015299,1,1
1015305,5,2
1015328,4,1
1015330,8,2
1015342,5,2
1015344,1,1
1015357,2,1
1015360,3,1
1015375,1,1
1015386,4,1
1015394,2,1
1015399,1,1
10154,1,1
1015403,2,1
1015408,2,1
1015421,7,2
1015430,2,1
1015449,1,1
1015454,9,2
1015458,2,1
1015460,3,1
1015469,3,1
1015471,6,2
1015472,2,1
1015502,1,1
1015531,1,1
1015539,2,1
1015545,10,3
1015548,4,1
1015551,3,1
1015554,3,1
101556,3,1
1015568,2,1
1015571,1,1
1015572,8,2
1015573,3,1
1015574,2,1
1015578,4,1
1015582,2,1
1015588,1,1
1015591,8,2
1015592,2,1
10156,1,1
1015600,2,1
1015602,2,1
1015621,2,1
1015628,1,1
1015645,3,1
1015656,3,1
1015659,1,1
1015673,12,3
1015678,9,2
1015693,2,1
1015695,1,1
1015702,3,1
1015706,3,1
1015718,4,1
1015719,2,1
1015720,1,1
1015740,1,1
1015742,3,1
1015745,2,1
101575,1,1
1015754,21,4
1015756,9,2
1015760,8,2
1015763,3,1
1015770,1,1
1015772,5,2
1015779,1,1
1015780,1,1
1015784,1,1
1015787,1,1
1015794,5,2
1015809,3,1
1015811,2,1
1015814,3,1
101583,6,2
1015831,3,1
1015840,1,1
1015846,7,2
1015852,3,1
1015856,2,1
1015870,2,1
1015875,2,1
1015886,7,2
1015887,4,1
1015888,3,1
101589,2,1
1015890,4,1
1015903,3,1
1015907,1,1
1015910,2,1
1015962,2,1
1015966,3,1
1015974,1,1
1015981,1,1
1015982,3,1
1015986,1,1
1015988,9,2
101599,1,1
1016016,4,1
1016018,1,1
1016020,3,1
1016024,5,2
1016026,1,1
1016054,4,1
101606,2,1
1016068,1,1
1016078,2,1
1016079,1,1
1016083,2,1
1016093,2,1
1016129,1,1
101613,4,1
1016137,3,1
1016154,1,1
1016156,7,2
1016185,3,1
1016191,5,2
1016193,5,2
1016201,3,1
1016203,3,1
1016219,2,1
1016228,1,1
1016234,4,1
1016237,3,1
1016247,3,1
1016254,1,1
1016260,1,1
1016265,1,1
1016277,3,1
1016284,1,1
1016289,2,1
1016293,4,1
1016298,1,1
1016299,3,1
1016302,2,1
1016304,7,2
1016318,2,1
1016326,7,2
1016334,6,2
1016342,2,1
1016350,1,1
1016357,7,2
1016372,1,1
101638,1,1
1016384,2,1
1016385,2,1
1016393,2,1
1016394,2,1
101640,3,1
1016415,3,1
1016418,1,1
1016421,1,1
1016424,3,1
1016430,3,1
1016451,1,1
1016457,2,1
1016465,4,1
1016467,7,2
1016472,2,1
1016474,2,1
1016479,2,1
1016481,2,1
1016498,6,2
1016501,1,1
1016502,2,1
1016503,1,1
1016512,2,1
101653,2,1
1016542,2,1
1016554,3,1
1016559,2,1
1016560,1,1
1016562,2,1
1016568,1,1
1016572,1,1
1016576,2,1
1016579,1,1
1016582,6,2
101660,9,2
1016605,2,1
1016606,1,1
101661,1,1
1016622,7,2
1016639,6,2
1016645,1,1
1016651,3,1
1016653,1,1
1016659,2,1
101666,1,1
1016670,2,1
1016682,6,2
1016689,2,1
1016696,2,1
1016700,3,1
1016710,3,1
1016711,3,1
1016716,4,1
1016717,1,1
1016721,1,1
101673,2,1
1016731,1,1
1016732,2,1
1016733,1,1
101674,1,1
1016741,4,1
1016743,1,1
1016747,6,2
1016759,2,1
1016774,5,2
101678,6,2
1016783,2,1
1016784,2,1
1016792,6,2
1016799,2,1
1016803,3,1
1016808,2,1
1016810,2,1
1016832,2,1
1016838,6,2
1016855,1,1
1016872,1,1
1016878,1,1
1016893,1,1
10169,3,1
1016912,23,4
1016916,1,1
1016919,1,1
1016924,2,1
1016928,2,1
1016929,1,1
1016939,3,1
1016950,2,1
1016965,2,1
1016970,1,1
1016977,10,3
1016990,2,1
1016997,1,1
1016998,4,1
10170,7,2
1017001,3,1
1017005,3,1
1017022,1,1
1017023,3,1
1017027,10,3
1017030,8,2
1017032,3,1
1017034,2,1
1017035,3,1
1017036,4,1
1017046,1,1
1017049,1,1
1017055,6,2
1017058,6,2
1017075,1,1
1017085,3,1
1017100,1,1
1017105,10,3
1017107,1,1
1017110,3,1
1017116,1,1
1017117,6,2
1017130,2,1
1017135,2,1
1017141,3,1
1017143,3,1
1017170,3,1
1017209,3,1
1017234,2,1
1017244,1,1
1017269,3,1
1017277,2,1
1017284,3,1
1017304,2,1
1017315,1,1
1017318,3,1
101733,1,1
1017334,6,2
1017353,2,1
1017355,2,1
1017362,1,1
1017364,2,1
1017368,1,1
1017378,3,1
1017379,4,1
101738,2,1
1017392,4,1
1017407,5,2
1017417,1,1
1017427,1,1
1017432,3,1
101744,4,1
1017453,1,1
1017456,4,1
1017463,1,1
1017469,1,1
1017484,1,1
1017506,1,1
1017508,1,1
1017509,4,1
1017511,1,1
1017515,3,1
1017522,1,1
1017525,1,1
1017526,2,1
1017527,5,2
1017543,7,2
1017546,3,1
1017557,2,1
1017562,1,1
1017567,6,2
1017574,2,1
1017575,2,1
1017579,3,1
1017580,3,1
1017582,2,1
1017585,2,1
1017598,3,1
1017610,1,1
1017612,2,1
1017613,2,1
1017615,2,1
1017619,3,1
101762,1,1
1017621,3,1
1017625,4,1
1017627,6,2
1017633,3,1
1017649,5,2
1017666,4,1
101767,1,1
1017670,4,1
1017674,1,1
1017678,3,1
1017679,2,1
1017696,2,1
101771,6,2
1017719,6,2
1017723,1,1
1017725,1,1
1017730,2,1
1017734,3,1
1017762,4,1
101777,4,1
1017770,5,2
1017772,1,1
1017773,2,1
1017780,2,1
1017785,10,3
1017806,1,1
1017814,1,1
1017822,8,2
1017839,2,1
1017850,3,1
1017860,5,2
1017869,4,1
1017877,1,1
1017890,1,1
1017894,1,1
10179,3,1
1017902,14,3
1017904,1,1
1017905,8,2
1017910,1,1
1017915,4,1
1017918,1,1
1017927,2,1
1017937,4,1
1017938,5,2
1017958,2,1
1017960,3,1
1017965,1,1
101797,3,1
1017972,4,1
1017997,2,1
1018011,1,1
101808,4,1
101817,3,1
101832,21,4
101838,3,1
101843,1,1
101855,4,1
101861,1,1
101872,1,1
101896,2,1
101904,3,1
101907,3,1
101909,1,1
101918,1,1
101929,3,1
101947,1,1
101951,1,1
101953,1,1
101954,3,1
101982,2,1
101983,9,2
101989,1,1
10199,2,1
102004,1,1
102018,1,1
102019,4,1
102020,6,2
102030,1,1
102034,4,1
102048,6,2
102050,6,2
10206,1,1
102069,3,1
102075,4,1
102083,1,1
102088,1,1
102101,1,1
102103,4,1
102110,6,2
102111,3,1
102119,1,1
102120,1,1
102124,2,1
102126,2,1
102138,1,1
102159,1,1
102162,1,1
102163,5,2
102169,1,1
10218,3,1
102184,1,1
102189,1,1
102220,8,2
102236,2,1
102237,1,1
102246,1,1
102248,2,1
102257,8,2
10226,2,1
102260,1,1
102270,4,1
102286,1,1
102294,2,1
10230,3,1
102302,6,2
102304,6,2
102307,2,1
102308,1,1
102315,2,1
102318,2,1
102319,3,1
102325,2,1
10234,1,1
102359,3,1
10236,7,2
102385,6,2
102386,7,2
102390,1,1
102391,3,1
102397,3,1
102398,3,1
10240,2,1
102403,4,1
102409,3,1
102410,1,1
102417,3,1
102422,7,2
102424,2,1
102434,3,1
102436,1,1
102450,1,1
10246,1,1
102481,3,1
102487,3,1
102495,3,1
102496,3,1
102508,1,1
102509,2,1
102519,2,1
102523,2,1
102526,1,1
102534,1,1
102546,3,1
102569,3,1
10257,2,1
102574,5,2
102580,1,1
102596,3,1
102604,3,1
102605,2,1
102609,1,1
102617,6,2
102626,4,1
10263,3,1
102632,9,2
102633,7,2
102634,1,1
102642,1,1
102644,1,1
102647,1,1
10265,4,1
102654,4,1
102662,1,1
102664,3,1
102666,1,1
102667,1,1
10267,6,2
102682,4,1
102686,3,1
102690,1,1
102697,3,1
102702,3,1
102703,5,2
102715,2,1
102716,12,3
102719,6,2
102721,5,2
102728,5,2
102731,3,1
102742,18,0
102748,2,1
102750,2,1
102762,6,2
102768,2,1
102773,6,2
102774,6,2
102783,1,1
102784,3,1
102788,8,2
10279,1,1
102795,4,1
102802,6,2
102856,1,1
102867,3,1
102873,2,1
102876,3,1
102879,1,1
102882,2,1
102885,2,1
102897,1,1
10290,4,1
102903,3,1
102917,4,1
102928,1,1
102930,2,1
102932,4,1
102933,5,2
102945,1,1
10295,4,1
102953,29,4
102954,1,1
10296,2,1
102960,1,1
10297,3,1
102971,1,1
102972,6,2
102976,1,1
102981,2,1
102986,2,1
10299,3,1
103001,2,1
103004,1,1
103005,2,1
10301,5,2
103019,1,1
103023,1,1
103046,1,1
103054,3,1
10306,1,1
103062,4,1
103067,1,1
103071,5,2
103079,3,1
103082,4,1
103084,3,1
103091,1,1
103096,5,2
103098,1,1
10311,2,1
103112,1,1
103121,2,1
103128,2,1
103139,3,1
103141,18,0
103143,1,1
103146,4,1
103147,3,1
10315,1,1
103151,2,1
103153,10,3
103156,6,2
103159,4,1
103162,1,1
103164,1,1
103165,1,1
103169,1,1
103170,2,1
103175,1,1
103177,4,1
103178,3,1
103197,5,2
103202,5,2
103207,1,1
10321,3,1
103213,1,1
103229,3,1
103242,14,3
103246,5,2
103259,1,1
103260,3,1
103261,1,1
103272,2,1
103275,2,1
103277,1,1
10330,1,1
103303,6,2
103305,1,1
103308,5,2
103310,1,1
103312,3,1
103313,1,1
103317,2,1
103332,2,1
103347,1,1
103367,1,1
103373,3,1
103379,3,1
103382,4,1
103388,1,1
103390,1,1
103395,1,1
103402,2,1
103414,1,1
103416,1,1
103425,1,1
103427,4,1
10343,1,1
103435,2,1
103439,7,2
103446,3,1
103448,3,1
103454,1,1
103458,3,1
103463,3,1
103469,3,1
103480,2,1
103481,1,1
103492,2,1
1035,1,1
103509,8,2
103511,4,1
103530,2,1
103532,15,3
103538,4,1
103540,3,1
103543,1,1
103552,7,2
103574,2,1
103582,1,1
103584,1,1
103585,4,1
103611,1,1
103614,1,1
103623,2,1
103627,5,2
103628,1,1
10363,6,2
103630,1,1
103634,3,1
103636,1,1
103643,2,1
10365,8,2
103650,1,1
103651,1,1
10368,1,1
103680,2,1
103683,1,1
103694,1,1
103702,1,1
103704,1,1
103709,1,1
10371,1,1
103710,6,2
103712,3,1
103716,1,1
103732,1,1
103733,1,1
103741,2,1
103756,2,1
103760,2,1
103775,3,1
103777,1,1
103780,6,2
103790,7,2
103803,2,1
103807,1,1
103810,3,1
103814,2,1
103817,5,2
103834,1,1
103846,3,1
103852,7,2
103854,5,2
103856,1,1
10386,2,1
103863,1,1
10388,3,1
103884,3,1
103895,8,2
103902,6,2
103904,5,2
103910,2,1
103912,2,1
103914,1,1
103917,1,1
103923,1,1
103949,1,1
10395,5,2
103957,1,1
10396,4,1
103965,3,1
103966,4,1
103973,1,1
103983,2,1
104005,1,1
104010,5,2
104013,3,1
104014,1,1
104019,9,2
10404,4,1
104042,2,1
104047,1,1
104051,1,1
104053,4,1
104065,3,1
104066,3,1
10407,5,2
104082,2,1
104083,15,3
104088,6,2
104098,6,2
104103,2,1
104110,2,1
104111,2,1
104115,2,1
104127,1,1
104130,2,1
104137,2,1
104142,7,2
104165,2,1
104166,12,3
104169,1,1
104174,3,1
104191,3,1
104192,5,2
104201,4,1
104216,4,1
10422,1,1
104241,3,1
104249,3,1
104252,2,1
104253,1,1
104264,4,1
104267,1,1
104280,1,1
104293,1,1
104303,1,1
104307,2,1
104325,1,1
104332,1,1
104334,4,1
104337,5,2
104338,2,1
104346,3,1
104349,4,1
10435,2,1
104356,3,1
104363,2,1
104366,1,1
104368,3,1
104382,1,1
104391,3,1
104398,3,1
1044,1,1
104406,2,1
104420,4,1
104423,2,1
104430,4,1
104432,2,1
104450,3,1
104460,2,1
104478,1,1
104486,1,1
10449,4,1
104490,2,1
104495,1,1
104498,1,1
104503,2,1
10452,4,1
104520,1,1
104521,1,1
104542,1,1
104570,7,2
10458,2,1
104587,2,1
104593,3,1
104597,1,1
104599,5,2
104620,9,2
104622,1,1
104623,1,1
104626,4,1
104638,2,1
10464,1,1
104640,1,1
104642,5,2
10465,2,1
104653,1,1
104659,4,1
104667,1,1
104674,1,1
104675,3,1
10469,11,3
104690,1,1
104691,5,2
104695,3,1
104701,3,1
104703,9,2
104710,9,2
104719,3,1
104733,7,2
104734,1,1
104742,2,1
104749,2,1
10476,6,2
104765,1,1
104778,4,1
104781,5,2
104782,2,1
104783,1,1
104785,9,2
104796,4,1
104807,1,1
104811,6,2
104820,3,1
104822,1,1
104823,5,2
104829,3,1
104842,5,2
10485,1,1
104850,1,1
104864,1,1
104865,4,1
10487,2,1
104879,4,1
104880,1,1
104889,1,1
104893,4,1
104894,8,2
104899,4,1
10490,4,1
104906,2,1
104911,1,1
104915,1,1
104917,2,1
104930,5,2
104933,3,1
104935,3,1
104936,4,1
104939,1,1
104944,4,1
104958,3,1
104965,1,1
104991,1,1
104997,1,1
105000,2,1
105016,1,1
10502,5,2
105027,9,2
105029,3,1
105043,1,1
105044,5,2
105050,1,1
105054,7,2
105059,2,1
105060,2,1
105081,1,1
105088,1,1
105116,7,2
10512,3,1
105121,2,1
105128,1,1
10514,1,1
105140,3,1
105144,3,1
105145,1,1
10515,3,1
105160,2,1
105161,5,2
105167,1,1
10517,1,1
105171,3,1
105180,4,1
